dataset,scene_id,pair_count,mean_f1,mean_miou,mean_conf_current,mean_conf_tuned,both_empty_pairs
kitti,2011_09_26_drive_0020_sync,85,0.9972411901823667,0.8317355257972648,0.9062675952001386,0.8599013494735165,0
kitti,2011_09_26_drive_0009_sync,442,0.9719385092612244,0.506122764560436,0.6524011232742336,0.5544972786301012,16
nuscenes_full,325cef682f064c55a255f2625c533b75,398,0.9975128546820009,0.9763005139817303,0.9867540844451865,0.9804466005383802,0
nuscenes_full,bebf5f5b2a674631ab5c88fd1aa9e87a,395,0.9954570083685513,0.9702489360720393,0.9826328823640544,0.9751512434020013,0
nuscenes_full,cc8c0bf57f984915a77078b10eb33198,381,0.9964284598019548,0.9530766065486979,0.9741986051826916,0.9613986941402262,0
nuscenes_full,6f83169d067343658251f72e1dd17dbc,397,0.9991228503080127,0.9032168009056916,0.9486684126990167,0.9208475008163561,0
nuscenes_full,fcbccedd61424f1b85dcbf8f897f9754,388,0.9950961708785871,0.8916625222235336,0.9401209093645301,0.9103494383271623,0
nuscenes_full,2fc3753772e241f2ab2cd16a784cc680,396,0.9969560474654628,0.8877993046680385,0.9388032604019794,0.9074361682056431,0
nuscenes_full,de7d80a1f5fb4c3e82ce8a4f213b450a,390,0.9961427672118734,0.8513048244931736,0.9175595528929045,0.876537814806744,0
nuscenes_full,e233467e827140efa4b42d2b4c435855,390,0.9989774706365627,0.8035235429157509,0.8905578521482523,0.8361963008673928,0
nuscenes_full,c5224b9b454b4ded9b5d2d2634bbda8a,391,0.9947232933987172,0.6840798170816768,0.8098072478131473,0.729265981632936,0
nuscenes_full,d25718445d89453381c659b9c8734939,399,0.9934102667730375,0.6757439129254116,0.8030776301316769,0.7213184502711364,0
nuscenes_mini,325cef682f064c55a255f2625c533b75,40,0.9753972510697249,0.8401878499768586,0.9021073901825855,0.863781401720909,0
nuscenes_mini,bebf5f5b2a674631ab5c88fd1aa9e87a,40,0.9559091774113,0.8442336016079703,0.8961723263989768,0.8641828083782117,0
nuscenes_mini,cc8c0bf57f984915a77078b10eb33198,38,0.9646399067150631,0.7178689253116519,0.8220920074658978,0.756050423212321,0
nuscenes_mini,6f83169d067343658251f72e1dd17dbc,40,0.9913090937286457,0.6163843166725874,0.7595623502386762,0.6665768468108972,0
nuscenes_mini,2fc3753772e241f2ab2cd16a784cc680,40,0.970280555999171,0.5433981220417914,0.6909519990904938,0.5935292124893752,0
nuscenes_mini,fcbccedd61424f1b85dcbf8f897f9754,39,0.9524998523941878,0.4972464151004692,0.6373186338945362,0.5440806113481207,0
nuscenes_mini,e233467e827140efa4b42d2b4c435855,39,0.9897994803034452,0.4554243477133524,0.6226172088198477,0.5101375802789575,0
nuscenes_mini,de7d80a1f5fb4c3e82ce8a4f213b450a,39,0.9621927903922651,0.35542495064056706,0.514315890977676,0.40528460274061395,0
nuscenes_mini,d25718445d89453381c659b9c8734939,40,0.9364893339994923,0.21268492022521265,0.3239307717295421,0.24571213287077,0
nuscenes_mini,c5224b9b454b4ded9b5d2d2634bbda8a,39,0.9487125918535244,0.16958172012214767,0.2819012379773265,0.20162936973020043,0
waymo,segment-16751706457322889693_4475_240_4495_240_with_camera_labels,197,0.995747634971034,0.6100540220909214,0.7164554282417538,0.6452489775091536,0
waymo,segment-1464917900451858484_1960_000_1980_000_with_camera_labels,196,0.9938529076151427,0.18983146385443203,0.31658935839073166,0.22597199134141666,0
waymo,segment-15724298772299989727_5386_410_5406_410_with_camera_labels,196,0.9937717542583192,0.15055577154247188,0.22236737361705486,0.17126882334048354,0
