source_file,dataset,scene_id,frame_pair_idx,f1,miou,confidence_current,obj_count_t,obj_count_prev,both_empty,confidence_tuned
unified_nuscenes_mini.json,nuscenes_mini,cc8c0bf57f984915a77078b10eb33198,1,0.9115646258503401,0.5834761546775538,0.7115217365020365,78,69,False,0.628735762326553
unified_nuscenes_mini.json,nuscenes_mini,cc8c0bf57f984915a77078b10eb33198,2,0.9390243902439025,0.5911603240633894,0.7255526241802778,86,78,False,0.6384655215309648
unified_nuscenes_mini.json,nuscenes_mini,cc8c0bf57f984915a77078b10eb33198,3,0.9444444444444444,0.6123242989036621,0.7429582570698815,94,86,False,0.6586488996354956
unified_nuscenes_mini.json,nuscenes_mini,cc8c0bf57f984915a77078b10eb33198,4,0.9441624365482233,0.6365845854956942,0.7604506796170947,103,94,False,0.6809520047360632
unified_nuscenes_mini.json,nuscenes_mini,cc8c0bf57f984915a77078b10eb33198,5,0.9805825242718447,0.6758869936205759,0.8002125284239673,103,103,False,0.7206748801202959
unified_nuscenes_mini.json,nuscenes_mini,cc8c0bf57f984915a77078b10eb33198,6,0.9483568075117371,0.6820404264107318,0.7934489888429596,110,103,False,0.7226268166891389
unified_nuscenes_mini.json,nuscenes_mini,cc8c0bf57f984915a77078b10eb33198,7,0.956140350877193,0.6706751865876892,0.7883628253041995,118,110,False,0.7132667090217024
unified_nuscenes_mini.json,nuscenes_mini,cc8c0bf57f984915a77078b10eb33198,8,0.9747899159663865,0.7098183683524748,0.8214665180282419,120,118,False,0.7506270552638696
unified_nuscenes_mini.json,nuscenes_mini,cc8c0bf57f984915a77078b10eb33198,9,0.9672131147540983,0.7197264184784528,0.825316709813825,124,120,False,0.7585461402832023
unified_nuscenes_mini.json,nuscenes_mini,cc8c0bf57f984915a77078b10eb33198,10,0.9721115537848605,0.7221870846386395,0.8287172740775228,127,124,False,0.7613350447646866
unified_nuscenes_mini.json,nuscenes_mini,cc8c0bf57f984915a77078b10eb33198,11,0.9843749999999999,0.7193185430786506,0.8312293794677157,129,127,False,0.760261676212745
unified_nuscenes_mini.json,nuscenes_mini,cc8c0bf57f984915a77078b10eb33198,12,0.9660377358490566,0.7164337545238469,0.8227216993774426,136,129,False,0.7554744806032426
