actual_confidence,dataset,decision,frame_idx,is_audit_frame,predicted_confidence,predicted_std,prediction_error,scene_id,source_json
0.509321,kitti,FULL_DETECTION,79,False,0.498671,0.216695,0.0,2011_09_26_drive_0009_sync,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/kitti/kitti_inference.json
0.524836,kitti,FULL_DETECTION,80,True,0.491899,0.222189,0.032937,2011_09_26_drive_0009_sync,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/kitti/kitti_inference.json
0.52883,kitti,FULL_DETECTION,81,False,0.497269,0.218616,0.0,2011_09_26_drive_0009_sync,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/kitti/kitti_inference.json
0.530107,kitti,FULL_DETECTION,82,False,0.499359,0.214499,0.0,2011_09_26_drive_0009_sync,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/kitti/kitti_inference.json
0.525884,kitti,FULL_DETECTION,83,False,0.501198,0.212111,0.0,2011_09_26_drive_0009_sync,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/kitti/kitti_inference.json
0.504515,kitti,FULL_DETECTION,84,False,0.506764,0.22394,0.0,2011_09_26_drive_0009_sync,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/kitti/kitti_inference.json
0.505707,kitti,FULL_DETECTION,85,True,0.508168,0.221973,0.002461,2011_09_26_drive_0009_sync,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/kitti/kitti_inference.json
0.554263,kitti,FULL_DETECTION,86,False,0.503123,0.214939,0.0,2011_09_26_drive_0009_sync,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/kitti/kitti_inference.json
0.549591,kitti,FULL_DETECTION,87,False,0.522621,0.214522,0.0,2011_09_26_drive_0009_sync,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/kitti/kitti_inference.json
0.549342,kitti,FULL_DETECTION,88,False,0.530937,0.213531,0.0,2011_09_26_drive_0009_sync,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/kitti/kitti_inference.json
0.541575,kitti,FULL_DETECTION,89,False,0.535262,0.216605,0.0,2011_09_26_drive_0009_sync,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/kitti/kitti_inference.json
0.495525,kitti,FULL_DETECTION,90,True,0.538467,0.214071,0.042943,2011_09_26_drive_0009_sync,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/kitti/kitti_inference.json
0.509576,kitti,FULL_DETECTION,91,False,0.522613,0.215697,0.0,2011_09_26_drive_0009_sync,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/kitti/kitti_inference.json
0.520743,kitti,FULL_DETECTION,92,False,0.534098,0.215776,0.0,2011_09_26_drive_0009_sync,/media/tersiteab/new_drive/checker_model/Point-Cloud-Similarity-Score/output/kitti/kitti_inference.json
