scene_id,frame_idx,predicted_confidence,predicted_std,actual_confidence,decision,prediction_error,is_audit_frame
6f83169d067343658251f72e1dd17dbc,0,0.623871,0.239236,0.750792,FULL_DETECTION,0.12692,True
6f83169d067343658251f72e1dd17dbc,1,0.652275,0.228152,0.733887,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,2,0.625669,0.231133,0.753396,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,3,0.627002,0.232539,0.751864,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,4,0.642042,0.230864,0.74833,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,5,0.644394,0.229919,0.743632,FULL_DETECTION,0.099238,True
6f83169d067343658251f72e1dd17dbc,6,0.648516,0.224209,0.749535,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,7,0.641763,0.228088,0.751501,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,8,0.707963,0.231648,0.753058,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,9,0.760918,0.231928,0.735641,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,10,0.703866,0.228446,0.742623,FULL_DETECTION,0.038758,True
6f83169d067343658251f72e1dd17dbc,11,0.697742,0.222569,0.74343,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,12,0.689499,0.22289,0.742531,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,13,0.741098,0.223386,0.742072,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,14,0.716754,0.222659,0.756999,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,15,0.732112,0.223655,0.739761,FULL_DETECTION,0.007649,True
6f83169d067343658251f72e1dd17dbc,16,0.701962,0.219012,0.739564,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,17,0.693849,0.219411,0.740356,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,18,0.715832,0.219565,0.736151,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,19,0.73891,0.219852,0.734674,FULL_DETECTION,0.0,False
6f83169d067343658251f72e1dd17dbc,20,0.727172,0.219908,0.740742,FULL_DETECTION,0.01357,True
